,Column1.period,Column1.productId,Column1.productName,Column1.activityId,Column1.activityName,Column1.countryRegionId,Column1.countryRegionName,Column1.countryRegionTypeId,Column1.countryRegionTypeName,Column1.unit,Column1.unitName,Column1.dataFlagId,Column1.dataFlagDescription,Column1.value
456,1984-09,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,53805.487
457,1984-08,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,53346.397
458,1984-07,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,55024.725
459,1984-06,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,55744.865
460,1984-05,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,54467.616
461,1984-04,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,54848.69
462,1984-03,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,54649.651
463,1984-02,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,54927.706
464,1984-01,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,54576.637
465,1983-12,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,54454.589
466,1983-11,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,55259.509
467,1983-10,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,54891.545
468,1983-09,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,55152.519
469,1983-08,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,54498.585
470,1983-07,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,54651.57
471,1983-06,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,52868.746
472,1983-05,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,52658.767
473,1983-04,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,50958.936
474,1983-03,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,50735.958
475,1983-02,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,49812.05
476,1983-01,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,52762.757
477,1982-12,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,54251.558
478,1982-11,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,55385.984
479,1982-10,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,54797.282
480,1982-09,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,53081.15
481,1982-08,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,53226.077
482,1982-07,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,53304.037
483,1982-06,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,53723.825
484,1982-05,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,51782.807
485,1982-04,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,50937.234
486,1982-03,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,52235.578
487,1982-02,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,54057.656
488,1982-01,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,54696.333
489,1981-12,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,54949.157
490,1981-11,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,53982.612
491,1981-10,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,54556.342
492,1981-09,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,54190.514
493,1981-08,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,54079.566
494,1981-07,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,55016.126
495,1981-06,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,56310.517
496,1981-05,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,56994.195
497,1981-04,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,57803.815
498,1981-03,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,58809.342
499,1981-02,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,58156.649
500,1981-01,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,57891.773
501,1980-12,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,58047.975
502,1980-11,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,56668.926
503,1980-10,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,55842.496
504,1980-09,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,58297.803
505,1980-08,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,59446.012
506,1980-07,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,59608.899
507,1980-06,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,60008.624
508,1980-05,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,59778.782
509,1980-04,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,60391.36
510,1980-03,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,61647.494
511,1980-02,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,62715.757
512,1980-01,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,62348.011
513,1979-12,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,63490.0
514,1979-11,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,63954.0
515,1979-10,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,63629.0
516,1979-09,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,63183.0
517,1979-08,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,63425.0
518,1979-07,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,63552.0
519,1979-06,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,62919.0
520,1979-05,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,62667.0
521,1979-04,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,62870.0
522,1979-03,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,61633.0
523,1979-02,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,60473.0
524,1979-01,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,60148.0
525,1978-12,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,61691.0
526,1978-11,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,63054.0
527,1978-10,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,62906.0
528,1978-09,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,62477.0
529,1978-08,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,60357.0
530,1978-07,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,59555.0
531,1978-06,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,59981.0
532,1978-05,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,58596.0
533,1978-04,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,59610.0
534,1978-03,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,58717.0
535,1978-02,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,58208.0
536,1978-01,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,56705.0
537,1977-12,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,62350.0
538,1977-11,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,61113.0
539,1977-10,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,59961.0
540,1977-09,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,60089.0
541,1977-08,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,58854.0
542,1977-07,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,58028.0
543,1977-06,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,59158.0
544,1977-05,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,58262.0
545,1977-04,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,60186.0
546,1977-03,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,61144.0
547,1977-02,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,60649.0
548,1977-01,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,56833.0
549,1976-12,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,62462.0
550,1976-11,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,60955.0
551,1976-10,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,60391.0
552,1976-09,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,58596.0
553,1976-08,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,57699.0
554,1976-07,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,57293.0
555,1976-06,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,56950.0
556,1976-05,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,55140.0
557,1976-04,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,54905.0
558,1976-03,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,55927.0
559,1976-02,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,54565.0
560,1976-01,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,53133.0
561,1975-12,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,53916.0
562,1975-11,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,53192.0
563,1975-10,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,51389.0
564,1975-09,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,56741.0
565,1975-08,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,55017.0
566,1975-07,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,53856.0
567,1975-06,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,52475.0
568,1975-05,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,51181.0
569,1975-04,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,50946.0
570,1975-03,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,51326.0
571,1975-02,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,51408.0
572,1975-01,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,52420.0
573,1974-12,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,54596.0
574,1974-11,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,55088.0
575,1974-10,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,55013.0
576,1974-09,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,54841.0
577,1974-08,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,54302.0
578,1974-07,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,55765.0
579,1974-06,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,56858.0
580,1974-05,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,57279.0
581,1974-04,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,57110.0
582,1974-03,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,56375.0
583,1974-02,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,55943.0
584,1974-01,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,55474.0
585,1973-12,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,54277.0
586,1973-11,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,53866.0
587,1973-10,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,56614.0
588,1973-09,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,57744.0
589,1973-08,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,56750.0
590,1973-07,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,57420.0
591,1973-06,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,55711.0
592,1973-05,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,56323.0
593,1973-04,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,55049.0
594,1973-03,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,54995.0
595,1973-02,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,54930.0
596,1973-01,57,Crude oil including lease condensate,1,Production,WORL,World,r,Region,TBPD,thousand barrels per day,,,54389.0
